Classe,Ordem,Familia,Genero,Especie,Correspondente
Ave,Passeriformes,Thraupidae,Tangara,Tangara preciosa,
Ave,Passeriformes,Thraupidae,Tangara,Tangara cayana,"Stilpnia cayana"
Ave,Passeriformes,Thraupidae,Nemosia,Nemosia pileata,
Ave,Passeriformes,Thraupidae,Nemosia,Nemosia rourei,
Ave,Passeriformes,Thraupidae,Cyanicterus,Cyanicterus cyanicterus,
Ave,Passeriformes,Thraupidae,Compsothraupis,Compsothraupis loricata,
Ave,Passeriformes,Thraupidae,Conirostrum,Conirostrum speciosum,
Ave,Passeriformes,Thraupidae,Conirostrum,Conirostrum bicolor,
Ave,Passeriformes,Thraupidae,Conirostrum,Conirostrum margaritae,
Ave,Passeriformes,Thraupidae,Sicalis,Sicalis citrina,
Ave,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,
Ave,Passeriformes,Thraupidae,Sicalis,Sicalis columbiana,
Ave,Passeriformes,Thraupidae,Sicalis,Sicalis luteola,
Ave,Passeriformes,Thraupidae,Haplospiza,Haplospiza unicolor,
Ave,Passeriformes,Thraupidae,Catamenia,Catamenia homochroa,
Ave,Passeriformes,Thraupidae,Diglossa,Diglossa duidae,
Ave,Passeriformes,Thraupidae,Diglossa,Diglossa major,
Ave,Passeriformes,Thraupidae,Chlorophanes,Chlorophanes spiza,
Ave,Passeriformes,Thraupidae,Hemithraupis,Hemithraupis flavicollis,
Ave,Passeriformes,Thraupidae,Hemithraupis,Hemithraupis guira,
Ave,Passeriformes,Thraupidae,Hemithraupis,Hemithraupis ruficapilla,
Ave,Passeriformes,Thraupidae,Conothraupis,Conothraupis speculigera,
Ave,Passeriformes,Thraupidae,Conothraupis,Conothraupis mesoleuca,
Ave,Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,
Ave,Passeriformes,Thraupidae,Eucometis,Eucometis penicillata,
Ave,Passeriformes,Thraupidae,Trichothraupis,Trichothraupis melanops,
Ave,Passeriformes,Thraupidae,Coryphospingus,Coryphospingus pileatus,
Ave,Passeriformes,Thraupidae,Coryphospingus,Coryphospingus cucullatus,
Ave,Passeriformes,Thraupidae,Lanio,Lanio surinamus,
Ave,Passeriformes,Thraupidae,Lanio,Lanio versicolor,
Ave,Passeriformes,Thraupidae,Lanio,Lanio fulvus,
Ave,Passeriformes,Thraupidae,Lanio,Lanio luctuosus,
Ave,Passeriformes,Thraupidae,Lanio,Lanio cristatus,
Ave,Passeriformes,Thraupidae,Lanio,Lanio nattereri,
Ave,Passeriformes,Thraupidae,Lanio,Lanio rufiventer,
Ave,Passeriformes,Thraupidae,Tachyphonus,Tachyphonus phoenicius,
Ave,Passeriformes,Thraupidae,Tachyphonus,Tachyphonus rufus,
Ave,Passeriformes,Thraupidae,Tachyphonus,Tachyphonus coronatus,
Ave,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus nigrogularis,
Ave,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus bresilius,
Ave,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus carbo,
Ave,Passeriformes,Thraupidae,Charitospiza,Charitospiza eucosma,
Ave,Passeriformes,Thraupidae,Tersina,Tersina viridis,
Ave,Passeriformes,Thraupidae,Cyanerpes,Cyanerpes nitidus,
Ave,Passeriformes,Thraupidae,Cyanerpes,Cyanerpes caeruleus,
Ave,Passeriformes,Thraupidae,Cyanerpes,Cyanerpes cyaneus,
Ave,Passeriformes,Thraupidae,Dacnis,Dacnis albiventris,
Ave,Passeriformes,Thraupidae,Dacnis,Dacnis nigripes,
Ave,Passeriformes,Thraupidae,Dacnis,Dacnis flaviventer,
Ave,Passeriformes,Thraupidae,Dacnis,Dacnis cayana,
Ave,Passeriformes,Thraupidae,Dacnis,Dacnis lineata,
Ave,Passeriformes,Thraupidae,Coereba,Coereba flaveola,
Ave,Passeriformes,Thraupidae,Tiaris,Tiaris obscurus,
Ave,Passeriformes,Thraupidae,Tiaris,Tiaris fuliginosus,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila lineola,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila frontalis,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila falcirostris,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila schistacea,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila intermedia,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila plumbea,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila beltoni,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila americana,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila murallae,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila collaris,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila bouvronides,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila luctuosa,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila nigricollis,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila ardesiaca,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila melanops,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila caerulescens,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila albogularis,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila leucoptera,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila nigrorufa,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila bouvreuil,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila pileata,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila minuta,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila hypoxantha,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila ruficollis,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila palustris,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila castaneiventris,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila hypochroma,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila cinnamomea,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila melanogaster,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila angolensis,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila crassirostris,
Ave,Passeriformes,Thraupidae,Sporophila,Sporophila maximiliani,
Ave,Passeriformes,Thraupidae,Dolospingus,Dolospingus fringilloides,
Ave,Passeriformes,Thraupidae,Coryphaspiza,Coryphaspiza melanotis,
Ave,Passeriformes,Thraupidae,Embernagra,Embernagra platensis,
Ave,Passeriformes,Thraupidae,Embernagra,Embernagra longicauda,
Ave,Passeriformes,Thraupidae,Emberizoides,Emberizoides herbicola,
Ave,Passeriformes,Thraupidae,Emberizoides,Emberizoides ypiranganus,
Ave,Passeriformes,Thraupidae,Saltatricula,Saltatricula atricollis,
Ave,Passeriformes,Thraupidae,Saltatricula,Saltatricula multicolor,
Ave,Passeriformes,Thraupidae,Saltator,Saltator maximus,
Ave,Passeriformes,Thraupidae,Saltator,Saltator coerulescens,
Ave,Passeriformes,Thraupidae,Saltator,Saltator similis,
Ave,Passeriformes,Thraupidae,Saltator,Saltator maxillosus,
Ave,Passeriformes,Thraupidae,Saltator,Saltator aurantiirostris,
Ave,Passeriformes,Thraupidae,Saltator,Saltator grossus,
Ave,Passeriformes,Thraupidae,Saltator,Saltator fuliginosus,
Ave,Passeriformes,Thraupidae,Poospiza,Poospiza nigrorufa,
Ave,Passeriformes,Thraupidae,Poospiza,Poospiza thoracica,
Ave,Passeriformes,Thraupidae,Microspingus,Microspingus lateralis,
Ave,Passeriformes,Thraupidae,Microspingus,Microspingus cabanisi,
Ave,Passeriformes,Thraupidae,Microspingus,Microspingus melanoleucus,
Ave,Passeriformes,Thraupidae,Microspingus,Microspingus cinereus,
Ave,Passeriformes,Thraupidae,Thlypopsis,Thlypopsis sordida,
Ave,Passeriformes,Thraupidae,Pyrrhocoma,Pyrrhocoma ruficeps,
Ave,Passeriformes,Thraupidae,Cypsnagra,Cypsnagra hirundinacea,
Ave,Passeriformes,Thraupidae,Donacospiza,Donacospiza albifrons,
Ave,Passeriformes,Cardinalidae,Piranga,Piranga flava,
Ave,Passeriformes,Cardinalidae,Piranga,Piranga lutea,
Ave,Passeriformes,Cardinalidae,Piranga,Piranga rubra,
Ave,Passeriformes,Cardinalidae,Piranga,Piranga olivacea,
Ave,Passeriformes,Cardinalidae,Piranga,Piranga leucoptera,
Ave,Passeriformes,Cardinalidae,Habia,Habia rubra,
Ave,Passeriformes,Cardinalidae,Habia,Habia rubica,
Ave,Passeriformes,Cardinalidae,Pheucticus,Pheucticus aureoventris,
Ave,Passeriformes,Cardinalidae,Granatellus,Granatellus pelzelni,
Ave,Passeriformes,Cardinalidae,Caryothraustes,Caryothraustes canadensis,
Ave,Passeriformes,Cardinalidae,Periporphyrus,Periporphyrus erythromelas,
Ave,Passeriformes,Cardinalidae,Amaurospiza,Amaurospiza moesta,
Ave,Passeriformes,Cardinalidae,Cyanoloxia,Cyanoloxia rothschildii,
Ave,Passeriformes,Cardinalidae,Cyanoloxia,Cyanoloxia glaucocaerulea,
Ave,Passeriformes,Cardinalidae,Cyanoloxia,Cyanoloxia brissonii,
Ave,Passeriformes,Cardinalidae,Spiza,Spiza americana,
Ave,Passeriformes,Fringillidae,Chloris,Chloris chloris,
Ave,Passeriformes,Fringillidae,Carduelis,Carduelis carduelis,
Ave,Passeriformes,Fringillidae,Spinus,Spinus yarrellii,
Ave,Passeriformes,Fringillidae,Spinus,Spinus magellanicus,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia plumbea,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia chlorotica,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia finschi,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia violacea,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia laniirostris,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia chalybea,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia cyanocephala,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia chrysopasta,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia minuta,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia xanthogaster,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia rufiventris,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia cayennensis,
Ave,Passeriformes,Fringillidae,Euphonia,Euphonia pectoralis,
Ave,Passeriformes,Fringillidae,Chlorophonia,Chlorophonia cyanea,
Ave,Passeriformes,Estrildidae,Estrilda,Estrilda astrild,
Ave,Passeriformes,Passeridae,Passer,Passer domesticus,
Ave,Galliformes,Phasianidae,Gallus,Gallus gallus,
Ave,Galliformes,Numididae,Numida,Numida meleagris,
Ave,Passeriformes,Thraupidae,Islerothraupis,Islerothraupis cristata,
Ave,Passeriformes,Fringillidae,Sporagra,Sporagra magellanica,
Ave,Piciformes,Picidae,Picumnus,Picumnus minutissimus,
Ave,Passeriformes,Fringillidae,Sporagra,,
Ave,Passeriformes,Hirundinidae,Delichon,Delichon dasypus,
Ave,Passeriformes,Thamnophilidae,Cercomacroides,Cercomacroides nigrescens,
Ave,Galliformes,Phasianidae,Pavo,Pavo cristatus,
Mammalia,,,,,
Mammalia,Artiodactyla,,,,
Mammalia,Carnivora,,,,
Mammalia,Chiroptera,,,,
Mammalia,Cingulata,,,,
Mammalia,Didelphimorphia,,,,
Mammalia,Lagomorpha,,,,
Mammalia,Perissodactyla,,,,
Mammalia,Pilosa,,,,
Mammalia,Primates,,,,
Mammalia,Rodentia,,,,
Mammalia,Primates,Aotidae,,,
Mammalia,Primates,Atelidae,,,
Mammalia,Artiodactyla,Bovidae,,,
Mammalia,Pilosa,Bradypodidae,,,
Mammalia,Primates,Callitrichidae,,,
Mammalia,Carnivora,Canidae,,,
Mammalia,Rodentia,Caviidae,,,
Mammalia,Primates,Cebidae,,,
Mammalia,Artiodactyla,Cervidae,,,
Mammalia,Rodentia,Cricetidae,,,
Mammalia,Rodentia,Ctenomyidae,,,
Mammalia,Rodentia,Cuniculidae,,,
Mammalia,Pilosa,Cyclopedidae,,,
Mammalia,Cingulata,Dasypodidae,,,
Mammalia,Rodentia,Dasyproctidae,,,
Mammalia,Didelphimorphia,Didelphidae,,,
Mammalia,Rodentia,Dinomyidae,,,
Mammalia,Rodentia,Echimyidae,,,
Mammalia,Chiroptera,Emballonuridae,,,
Mammalia,Perissodactyla,Equidae,,,
Mammalia,Rodentia,Erethizontidae,,,
Mammalia,Carnivora,Felidae,,,
Mammalia,Chiroptera,Furipteridae,,,
Mammalia,Lagomorpha,Leporidae,,,
Mammalia,Pilosa,Megalonychidae,,,
Mammalia,Carnivora,Mephitidae,,,
Mammalia,Chiroptera,Molossidae,,,
Mammalia,Chiroptera,Mormoopidae,,,
Mammalia,Rodentia,Muridae,,,
Mammalia,Carnivora,Mustelidae,,,
Mammalia,Rodentia,Myocastoridae,,,
Mammalia,Pilosa,Myrmecophagidae,,,
Mammalia,Chiroptera,Natalidae,,,
Mammalia,Chiroptera,Noctilionidae,,,
Mammalia,Chiroptera,Phyllostomidae,,,
Mammalia,Primates,Pitheciidae,,,
Mammalia,Carnivora,Procyonidae,,,
Mammalia,Rodentia,Sciuridae,,,
Mammalia,Artiodactyla,Suidae,,,
Mammalia,Perissodactyla,Tapiridae,,,
Mammalia,Artiodactyla,Tayassuidae,,,
Mammalia,Chiroptera,Thyropteridae,,,
Mammalia,Chiroptera,Vespertilionidae,,,
Mammalia,Rodentia,Cricetidae,Abrawayaomys,,
Mammalia,Rodentia,Cricetidae,Akodon,,
Mammalia,Primates,Atelidae,Alouatta,,
Mammalia,Chiroptera,Phyllostomidae,Ametrida,,
Mammalia,Chiroptera,Phyllostomidae,Anoura,,
Mammalia,Primates,Aotidae,Aotus,,
Mammalia,Chiroptera,Phyllostomidae,Artibeus,,
Mammalia,Primates,Atelidae,Ateles,,
Mammalia,Carnivora,Canidae,Atelocynus,,
Mammalia,Carnivora,Procyonidae,Bassaricyon,,
Mammalia,Rodentia,Cricetidae,Bibimys,,
Mammalia,Rodentia,Cricetidae,Blarinomys,,
Mammalia,Artiodactyla,Cervidae,Blastocerus,,
Mammalia,Artiodactyla,Bovidae,Bos,,
Mammalia,Primates,Atelidae,Brachyteles,,
Mammalia,Pilosa,Bradypodidae,Bradypus,,
Mammalia,Rodentia,Cricetidae,Brucepattersonius,,
Mammalia,Cingulata,Dasypodidae,Cabassous,,
Mammalia,Primates,Pitheciidae,Cacajao,,
Mammalia,Rodentia,Cricetidae,Calassomys,,
Mammalia,Primates,Callitrichidae,Callibella,,
Mammalia,Primates,Pitheciidae,Callicebus,,
Mammalia,Primates,Callitrichidae,Callimico,,
Mammalia,Rodentia,Echimyidae,Callistomys,,
Mammalia,Primates,Callitrichidae,Callithrix,,
Mammalia,Rodentia,Cricetidae,Calomys,,
Mammalia,Didelphimorphia,Didelphidae,Caluromys,,
Mammalia,Didelphimorphia,Didelphidae,Caluromysiops,,
Mammalia,Carnivora,Canidae,Canis,,
Mammalia,Artiodactyla,Bovidae,Capra,,
Mammalia,Chiroptera,Phyllostomidae,Carollia,,
Mammalia,Rodentia,Echimyidae,Carterodon,,
Mammalia,Rodentia,Caviidae,Cavia,,
Mammalia,Primates,Callitrichidae,Cebuella,,
Mammalia,Primates,Cebidae,Cebus,,
Mammalia,Chiroptera,Emballonuridae,Centronycteris,,
Mammalia,Carnivora,Canidae,Cerdocyon,,
Mammalia,Rodentia,Cricetidae,Cerradomys,,
Mammalia,Rodentia,Erethizontidae,Chaetomys,,
Mammalia,Chiroptera,Phyllostomidae,Chiroderma,,
Mammalia,Didelphimorphia,Didelphidae,Chironectes,,
Mammalia,Primates,Pitheciidae,Chiropotes,,
Mammalia,Chiroptera,Phyllostomidae,Choeroniscus,,
Mammalia,Pilosa,Megalonychidae,Choloepus,,
Mammalia,Chiroptera,Phyllostomidae,Chrotopterus,,
Mammalia,Carnivora,Canidae,Chrysocyon,,
Mammalia,Rodentia,Echimyidae,Clyomys,,
Mammalia,Rodentia,Erethizontidae,Coendou,,
Mammalia,Carnivora,Mephitidae,Conepatus,,
Mammalia,Chiroptera,Emballonuridae,Cormura,,
Mammalia,Didelphimorphia,Didelphidae,Cryptonanus,,
Mammalia,Rodentia,Ctenomyidae,Ctenomys,,
Mammalia,Rodentia,Cuniculidae,Cuniculus,,
Mammalia,Pilosa,Cyclopedidae,Cyclopes,,
Mammalia,Chiroptera,Molossidae,Cynomops,,
Mammalia,Chiroptera,Emballonuridae,Cyttarops,,
Mammalia,Rodentia,Echimyidae,Dactylomys,,
Mammalia,Rodentia,Dasyproctidae,Dasyprocta,,
Mammalia,Cingulata,Dasypodidae,Dasypus,,
Mammalia,Rodentia,Cricetidae,Delomys,,
Mammalia,Rodentia,Cricetidae,Deltamys,,
Mammalia,Chiroptera,Phyllostomidae,Dermanura,,
Mammalia,Chiroptera,Phyllostomidae,Desmodus,,
Mammalia,Chiroptera,Phyllostomidae,Diaemus,,
Mammalia,Chiroptera,Emballonuridae,Diclidurus,,
Mammalia,Didelphimorphia,Didelphidae,Didelphis,,
Mammalia,Rodentia,Dinomyidae,Dinomys,,
Mammalia,Chiroptera,Phyllostomidae,Diphylla,,
Mammalia,Chiroptera,Phyllostomidae,Dryadonycteris,,
Mammalia,Rodentia,Cricetidae,Drymoreomys,,
Mammalia,Rodentia,Echimyidae,Echimys,,
Mammalia,Carnivora,Mustelidae,Eira,,
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,,
Mammalia,Perissodactyla,Equidae,Equus,,
Mammalia,Chiroptera,Molossidae,Eumops,,
Mammalia,Cingulata,Dasypodidae,Euphractus,,
Mammalia,Rodentia,Cricetidae,Euryoryzomys,,
Mammalia,Rodentia,Echimyidae,Euryzygomatomys,,
Mammalia,Carnivora,Felidae,Felis,,
Mammalia,Chiroptera,Furipteridae,Furipterus,,
Mammalia,Rodentia,Caviidae,Galea,,
Mammalia,Carnivora,Mustelidae,Galictis,,
Mammalia,Chiroptera,Phyllostomidae,Gardnerycteris,,
Mammalia,Didelphimorphia,Didelphidae,Glironia,,
Mammalia,Chiroptera,Phyllostomidae,Glossophaga,,
Mammalia,Chiroptera,Phyllostomidae,Glyphonycteris,,
Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,,
Mammalia,Rodentia,Sciuridae,Guerlinguetus,,
Mammalia,Rodentia,Cricetidae,Gyldenstolpia,,
Mammalia,Rodentia,Sciuridae,Hadrosciurus,,
Mammalia,Chiroptera,Vespertilionidae,Histiotus,,
Mammalia,Rodentia,Cricetidae,Holochilus,,
Mammalia,Chiroptera,Phyllostomidae,Hsunycteris,,
Mammalia,Rodentia,Caviidae,Hydrochoerus,,
Mammalia,Didelphimorphia,Didelphidae,Hyladelphys,,
Mammalia,Rodentia,Cricetidae,Hylaeamys,,
Mammalia,Rodentia,Echimyidae,Isothrix,,
Mammalia,Rodentia,Cricetidae,Juliomys,,
Mammalia,Rodentia,Cricetidae,Juscelinomys,,
Mammalia,Rodentia,Echimyidae,Kannabateomys,,
Mammalia,Rodentia,Caviidae,Kerodon,,
Mammalia,Rodentia,Cricetidae,Kunsia,,
Mammalia,Primates,Atelidae,Lagothrix,,
Mammalia,Chiroptera,Phyllostomidae,Lampronycteris,,
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,,
Mammalia,Primates,Callitrichidae,Leontocebus,,
Mammalia,Primates,Callitrichidae,Leontopithecus,,
Mammalia,Carnivora,Felidae,Leopardus,,
Mammalia,Lagomorpha,Leporidae,Lepus,,
Mammalia,Chiroptera,Phyllostomidae,Lichonycteris,,
Mammalia,Chiroptera,Phyllostomidae,Lionycteris,,
Mammalia,Chiroptera,Phyllostomidae,Lonchophylla,,
Mammalia,Chiroptera,Phyllostomidae,Lonchorhina,,
Mammalia,Rodentia,Echimyidae,Lonchothrix,,
Mammalia,Carnivora,Mustelidae,Lontra,,
Mammalia,Chiroptera,Phyllostomidae,Lophostoma,,
Mammalia,Rodentia,Cricetidae,Lundomys,,
Mammalia,Didelphimorphia,Didelphidae,Lutreolina,,
Mammalia,Carnivora,Canidae,Lycalopex,,
Mammalia,Chiroptera,Phyllostomidae,Macrophyllum,,
Mammalia,Rodentia,Echimyidae,Makalata,,
Mammalia,Didelphimorphia,Didelphidae,Marmosa,,
Mammalia,Didelphimorphia,Didelphidae,Marmosops,,
Mammalia,Artiodactyla,Cervidae,Mazama,,
Mammalia,Rodentia,Echimyidae,Mesomys,,
Mammalia,Chiroptera,Phyllostomidae,Mesophylla,,
Mammalia,Didelphimorphia,Didelphidae,Metachirus,,
Mammalia,Primates,Callitrichidae,Mico,,
Mammalia,Didelphimorphia,Didelphidae,Micoureus,,
Mammalia,Rodentia,Cricetidae,Microakodontomys,,
Mammalia,Chiroptera,Phyllostomidae,Micronycteris,,
Mammalia,Rodentia,Sciuridae,Microsciurus,,
Mammalia,Chiroptera,Phyllostomidae,Mimon,,
Mammalia,Chiroptera,Molossidae,Molossops,,
Mammalia,Chiroptera,Molossidae,Molossus,,
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,,
Mammalia,Rodentia,Muridae,Mus,,
Mammalia,Carnivora,Mustelidae,Mustela,,
Mammalia,Rodentia,Echimyidae,Myocastor,,
Mammalia,Rodentia,Echimyidae,Myocastor,Myocastor coypus,
Mammalia,Rodentia,Dasyproctidae,Myoprocta,,
Mammalia,Chiroptera,Vespertilionidae,Myotis,,
Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,,
Mammalia,Carnivora,Procyonidae,Nasua,,
Mammalia,Chiroptera,Natalidae,Natalus,,
Mammalia,Rodentia,Cricetidae,Neacomys,,
Mammalia,Rodentia,Cricetidae,Necromys,,
Mammalia,Rodentia,Cricetidae,Nectomys,,
Mammalia,Chiroptera,Phyllostomidae,Neonycteris,,
Mammalia,Chiroptera,Molossidae,Neoplatymops,,
Mammalia,Rodentia,Cricetidae,Neusticomys,,
Mammalia,Chiroptera,Noctilionidae,Noctilio,,
Mammalia,Chiroptera,Molossidae,Nyctinomops,,
Mammalia,Artiodactyla,Cervidae,Odocoileus,,
Mammalia,Rodentia,Cricetidae,Oecomys,,
Mammalia,Rodentia,Cricetidae,Oligoryzomys,,
Mammalia,Lagomorpha,Leporidae,Oryctolagus,,
Mammalia,Artiodactyla,Bovidae,Ovis,,
Mammalia,Rodentia,Cricetidae,Oxymycterus,,
Mammalia,Artiodactyla,Cervidae,Ozotoceros,,
Mammalia,Carnivora,Felidae,Panthera,,
Mammalia,Artiodactyla,Tayassuidae,Pecari,,
Mammalia,Chiroptera,Emballonuridae,Peropteryx,,
Mammalia,Rodentia,Cricetidae,Phaenomys,,
Mammalia,Didelphimorphia,Didelphidae,Philander,,
Mammalia,Chiroptera,Phyllostomidae,Phylloderma,,
Mammalia,Rodentia,Echimyidae,Phyllomys,,
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,,
Mammalia,Primates,Pitheciidae,Pithecia,,
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,,
Mammalia,Rodentia,Cricetidae,Podoxymys,,
Mammalia,Carnivora,Procyonidae,Potos,,
Mammalia,Cingulata,Dasypodidae,Priodontes,,
Mammalia,Carnivora,Procyonidae,Procyon,,
Mammalia,Rodentia,Echimyidae,Proechimys,,
Mammalia,Chiroptera,Molossidae,Promops,,
Mammalia,Rodentia,Cricetidae,Pseudoryzomys,,
Mammalia,Chiroptera,Mormoopidae,Pteronotus,,
Mammalia,Carnivora,Mustelidae,Pteronura,,
Mammalia,Carnivora,Felidae,Puma,,
Mammalia,Chiroptera,Phyllostomidae,Pygoderma,,
Mammalia,Rodentia,Muridae,Rattus,,
Mammalia,Rodentia,Cricetidae,Reithrodon,,
Mammalia,Rodentia,Cricetidae,Rhagomys,,
Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,,
Mammalia,Rodentia,Cricetidae,Rhipidomys,,
Mammalia,Chiroptera,Vespertilionidae,Rhogeessa,,
Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,,
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,,
Mammalia,Primates,Callitrichidae,Saguinus,,
Mammalia,Primates,Cebidae,Saimiri,,
Mammalia,Primates,Cebidae,Sapajus,,
Mammalia,Rodentia,Cricetidae,Scapteromys,,
Mammalia,Rodentia,Sciuridae,Sciurillus,,
Mammalia,Rodentia,Sciuridae,Sciurus,,
Mammalia,Chiroptera,Phyllostomidae,Scleronycteris,,
Mammalia,Rodentia,Cricetidae,Scolomys,,
Mammalia,Rodentia,Cricetidae,Sigmodon,,
Mammalia,Rodentia,Cricetidae,Sooretamys,,
Mammalia,Carnivora,Canidae,Speothos,,
Mammalia,Chiroptera,Phyllostomidae,Sphaeronycteris,,
Mammalia,Rodentia,Erethizontidae,Sphiggurus,,
Mammalia,Chiroptera,Phyllostomidae,Sturnira,,
Mammalia,Artiodactyla,Suidae,Sus,,
Mammalia,Lagomorpha,Leporidae,Sylvilagus,,
Mammalia,Chiroptera,Molossidae,Tadarida,,
Mammalia,Pilosa,Myrmecophagidae,Tamandua,,
Mammalia,Perissodactyla,Tapiridae,Tapirus,,
Mammalia,Artiodactyla,Tayassuidae,Tayassu,,
Mammalia,Rodentia,Cricetidae,Thalpomys,,
Mammalia,Rodentia,Cricetidae,Thaptomys,,
Mammalia,Rodentia,Echimyidae,Thrichomys,,
Mammalia,Didelphimorphia,Didelphidae,Thylamys,,
Mammalia,Chiroptera,Thyropteridae,Thyroptera,,
Mammalia,Cingulata,Dasypodidae,Tolypeutes,,
Mammalia,Chiroptera,Phyllostomidae,Tonatia,,
Mammalia,Rodentia,Echimyidae,Toromys,,
Mammalia,Chiroptera,Phyllostomidae,Trachops,,
Mammalia,Rodentia,Echimyidae,Trinomys,,
Mammalia,Chiroptera,Phyllostomidae,Trinycteris,,
Mammalia,Chiroptera,Phyllostomidae,Uroderma,,
Mammalia,Chiroptera,Phyllostomidae,Vampyressa,,
Mammalia,Chiroptera,Phyllostomidae,Vampyriscus,,
Mammalia,Chiroptera,Phyllostomidae,Vampyrodes,,
Mammalia,Chiroptera,Phyllostomidae,Vampyrum,,
Mammalia,Rodentia,Cricetidae,Wiedomys,,
Mammalia,Rodentia,Cricetidae,Wilfredomys,,
Mammalia,Chiroptera,Phyllostomidae,Xeronycteris,,
Mammalia,Rodentia,Cricetidae,Zygodontomys,,
Mammalia,Rodentia,Cricetidae,Abrawayaomys,Abrawayaomys ruschii,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon azarae,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon cursor,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon lindberghi,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon montensis,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon mystax,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon paranaensis,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon reigi,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon sanctipaulensis,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon serrensis,
Mammalia,Rodentia,Cricetidae,Akodon,Akodon toba,
Mammalia,Primates,Atelidae,Alouatta,Alouatta belzebul,
Mammalia,Primates,Atelidae,Alouatta,Alouatta caraya,
Mammalia,Primates,Atelidae,Alouatta,Alouatta discolor,
Mammalia,Primates,Atelidae,Alouatta,Alouatta guariba,
Mammalia,Primates,Atelidae,Alouatta,Alouatta juara,
Mammalia,Primates,Atelidae,Alouatta,Alouatta macconnelli,
Mammalia,Primates,Atelidae,Alouatta,Alouatta nigerrima,
Mammalia,Primates,Atelidae,Alouatta,Alouatta puruensis,
Mammalia,Primates,Atelidae,Alouatta,Alouatta seniculus,
Mammalia,Primates,Atelidae,Alouatta,Alouatta ululata,
